63
111
127
94
47
93
15
126
92
77
64
61
78
107
107
-16
64
49
112
112
128
67
128
77
35
67
19
37
35
37
21
129
-16
77
125
141
141
157
45
108
80
78
80
108
80
108
80
108
94
124
94
94
94
155
94
155
80
138
122
143
96
137
80
80
80
143
80
80
80
143
80
80
80
